Senator|Estimated Holdings|Symbol|Company|Sector|Industry|
Patty Murray (D-WA)|$400|DNKN|Dunkin' Brands Group, Inc.|||
Pat Roberts (R-KS)|$400|KTB|Kontoor Brands, Inc.|||
Thad Cochran (R-MS)|$400|L|Loews Corp|||
Bill Cassidy (R-LA)|$400|FRT|Federal Realty Investment Trust|||
Pat Roberts (R-KS)|$400|TGT|Target Corp|||
Angus King (D-ME)|$400|GE|GE Capital|||
Angus King (D-ME)|$400|TEVA|Teva Pharmaceutical|||
Patty Murray (D-WA)|$400|GD|General Dynamics|||
Tom Carper (D-DE)|$400|AT|Atlantic Power Corp|||
Patty Murray (D-WA)|$300|JNJ|Johnson & Johnson|||
Susan Collins (R-ME)|$300|POM|Pepco Holdings|||
Patty Murray (D-WA)|$300|MXIM|Maxim Integrated Products, Inc.|||
Tom Carper (D-DE)|$300|RIG|Transocean Ltd|||
Patty Murray (D-WA)|$300|TEL|TE Connectivity Ltd.|||
Thad Cochran (R-MS)|$300|XOM|Exxon Mobil|||
Dianne Feinstein (D-CA)|$300|PRGX|PRGX Global|||
Gary Peters (D-MI)|$300|CIT|CIT Group|||
Sheldon Whitehouse (D-RI)|$300|NOV|National Oilwell Varco|||
Thad Cochran (R-MS)|$300|BKR|Baker Hughes Inc|||
Patty Murray (D-WA)|$200|CMA|Comerica Incorporated|||
Thad Cochran (R-MS)|$200|TEX|Terex Corp|||
Patty Murray (D-WA)|$200|SO|Southern Co|||
Shelley Moore Capito (R-WV)|$200|OXY|Occidental Petroleum|||
Thad Cochran (R-MS)|$200|CFX|Colfax Corp|||
Pat Roberts (R-KS)|$200|MIK|The Michaels Companies|||
Sheldon Whitehouse (D-RI)|$200|CSX|CSX Corp|||
Pat Roberts (R-KS)|$200|HDS|HD Supply Holdings|||
Patty Murray (D-WA)|$200|KEY|Keycorp|||
Patty Murray (D-WA)|$200|EXC|Exelon Corporation|||
Patty Murray (D-WA)|$200|UPS|United Parcel Service|||
Tom Carper (D-DE)|$200|NPK|National Presto Corp|||
John Hoeven (R-ND)|$200|TPR|Coach Inc|||
Pat Toomey (R-PA)|$200|PEY|PowerShares High Yield Eq Div Achiev ETF|||
Richard Burr (R-NC)|$200|MKL|Markel Corp|||
Pat Toomey (R-PA)|$200|VIXY|ProShares VIX Short-Term Futures ETF|||
Thad Cochran (R-MS)|$200|PAA|Plains All American Pipeline|||
Mark Warner (D-VA)|$200|KYN|Kayne Anderson MLP Fund LP|||
Mark Warner (D-VA)|$200|SPLP|Steel Partners Holdings LP|||
Bill Cassidy (R-LA)|$200|CAT|Caterpillar Inc|||
Mark Warner (D-VA)|$200|MN|Manning & Napier Equity|||
Patty Murray (D-WA)|$200|SABR|Sabre Corporation|||
Patty Murray (D-WA)|$100|CVS|CVS Health|||
Mark Warner (D-VA)|$100|RSNRX|RS Global Natural Resources Fund|||
Patty Murray (D-WA)|$100|TUP|Tupperware Brands Corporation|||
Shelley Moore Capito (R-WV)|$100|LVS|Las Vegas Sands Corp.|||
Pat Toomey (R-PA)|$100|VAL|Ensco plc|||
Thad Cochran (R-MS)|$100|CEQP|Crestwood Midstream Partners LP|||
Thad Cochran (R-MS)|$100|NOV|National Oilwell Varco|||
Jack Reed (D-RI)|$100|WETF|WisdomTree Investments, Inc.|||
Thad Cochran (R-MS)|$100|MRO|Marathon Oil|||
Thad Cochran (R-MS)|$100|FLR|Fluor Corp|||
John Boozman (R-AR)|$100|PEG|Public Service Enterprise Group|||
John Boozman (R-AR)|$100|USB|U.S. Bancorp|||
Sheldon Whitehouse (D-RI)|$100|ETN|Eaton Corp|||
Pat Roberts (R-KS)|$100|GM|General Motors|||
Patty Murray (D-WA)|$100|WMB|Williams Companies|||
Patty Murray (D-WA)|$100|XOM|Exxon Mobil|||
Pat Toomey (R-PA)|$0|NDAQ|Nasdaq, Inc.|||
Thad Cochran (R-MS)|$0|SWN|Southwestern Energy|||
Jack Reed (D-RI)|$0|MYL|Mylan N.V.|||
Jerry Moran (R-KS)|$0|RIG|Transocean Ltd|||
John Boozman (R-AR)|$0|VCSH|Vanguard Short-term Corporate Bond|||
Gary Peters (D-MI)|$0|MCC|Medley Capital Corp|||
Patty Murray (D-WA)|$0|MET|MetLife Inc|||
Thad Cochran (R-MS)|$0|WLL|Whiting Petroleum|||
Thad Cochran (R-MS)|$0|SWN|Southwestern Energy|||
Jack Reed (D-RI)|$0|MYL|Mylan N.V.|||
Jerry Moran (R-KS)|$0|RIG|Transocean Ltd|||
John Boozman (R-AR)|$0|VCSH|Vanguard Short-term Corporate Bond|||
Gary Peters (D-MI)|$0|MCC|Medley Capital Corp|||
Patty Murray (D-WA)|$0|MET|MetLife Inc|||
Thad Cochran (R-MS)|$0|WLL|Whiting Petroleum|||
