Senator,Estimated Holdings,Symbol,Company,Sector,Industry,P,S
Susan Collins (R-ME),22800,PRGO,Perrigo Co,Consumer Services,RETAIL: Building Materials,R,ME
Susan Collins (R-ME),22800,MDDVX,MDDVX - BlackRock Equity Dividend Inv A (NASDAQ),Consumer Services,RETAIL: Building Materials,R,ME
David Perdue (R-GA),22800,MPLX,MPLX LP,Consumer Services,RETAIL: Building Materials,R,GA
Thad Cochran (R-MS),22700,ROST,Ross Stores,Consumer Services,RETAIL: Building Materials,R,MS
Gary Peters (D-MI),22600,WPC,WP Carey Inc,Consumer Services,RETAIL: Building Materials,D,MI
David Perdue (R-GA),22500,SUN,Sunoco LP,Consumer Services,RETAIL: Building Materials,R,GA
Gary Peters (D-MI),22500,NEE,NextEra Energy,Consumer Services,RETAIL: Building Materials,D,MI
Ben Sasse (R-NE),22400,BLV,Vanguard Long-Term Bond,Consumer Services,RETAIL: Building Materials,R,NE
James M Inhofe (R-OK),22400,TEL,TE Connectivity Ltd.,Consumer Services,RETAIL: Building Materials,R,OK
Tom Carper (D-DE),22400,SWKS,"Skyworks Solutions, Inc.",Consumer Services,RETAIL: Building Materials,D,DE
Jeff Merkley (D-OR),22200,FDGRX,Fidelity Growth Fund,Consumer Services,RETAIL: Building Materials,D,OR
Sheldon Whitehouse (D-RI),22100,SQ,"Square, Inc.",Consumer Services,RETAIL: Building Materials,D,RI
Sheldon Whitehouse (D-RI),22100,RYAAY,Ryanair Holdings,Consumer Services,RETAIL: Building Materials,D,RI
Thad Cochran (R-MS),22100,BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,R,MS
Tom Carper (D-DE),22100,IPAY,ETFMG Prime Mobile Payments,Technology,Computer Communications Equipment,D,DE
Thad Cochran (R-MS),22100,ET,Energy Transfer Equity,Technology,Computer Communications Equipment,R,MS
Richard Burr (R-NC),22000,OEC,Orion Engineered Carbons SA,Technology,Computer Communications Equipment,R,NC
David Perdue (R-GA),22000,EQM,"EQT Midstream Partners, LP",Technology,Computer Communications Equipment,R,GA
Tom Carper (D-DE),21900,DGX,Quest Diagnostics,Technology,Computer Communications Equipment,D,DE
Shelley Moore Capito (R-WV),21900,DUK,Duke Energy,Technology,Computer Communications Equipment,R,WV
Susan Collins (R-ME),21900,TJX,TJX Companies,Technology,Computer Communications Equipment,R,ME
Angus King (D-ME),21900,GLD,SPDR Gold Shares ETF,Technology,Computer Communications Equipment,D,ME
Tom Carper (D-DE),21800,TSN,Tyson Foods,Technology,Computer Communications Equipment,D,DE
Gary Peters (D-MI),21600,PFE,Pfizer Inc,Technology,Computer Communications Equipment,D,MI
Bill Cassidy (R-LA),21600,CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,R,LA
Pat Toomey (R-PA),21400,BAC,Bank of America,Finance,Property-Casualty Insurers,R,PA
John Boozman (R-AR),21400,DFS,Discover Financial Services,Finance,Property-Casualty Insurers,R,AR
David Perdue (R-GA),21300,HUN,Huntsman Corporation,Finance,Property-Casualty Insurers,R,GA
Bill Cassidy (R-LA),21300,NSC,Norfolk Southern,Finance,Property-Casualty Insurers,R,LA
Tom Carper (D-DE),21200,MPW,Medical Properties Trust,Finance,Property-Casualty Insurers,D,DE
John Boozman (R-AR),21100,DBA,Powershares Db Multi Sect Comm Tr Db Aaricult Fd,Finance,Property-Casualty Insurers,R,AR
Bill Cassidy (R-LA),21100,JNJ,Johnson & Johnson,Finance,Property-Casualty Insurers,R,LA
Mike Enzi (R-WY),21100,FKDNX,FKDNX - Franklin DynaTech A (NASDAQ),Finance,Property-Casualty Insurers,R,WY
Tim Kaine (D-VA),21100,OAKBX,Oakmark Equity & Income Fund,Finance,Property-Casualty Insurers,D,VA
Richard Burr (R-NC),21100,WH,Wyndam Hotels & Resorts Inc,Finance,Property-Casualty Insurers,R,NC
Tammy Duckworth (D-IL),21000,PMTIX,PMTIX - Principal LifeTime 2030 Fund Institutional,Finance,Property-Casualty Insurers,D,IL
Pat Toomey (R-PA),21000,PSP,PowerShares Global Listed Private Eq,Finance,Property-Casualty Insurers,R,PA
Rand Paul (R-KY),21000,VGELX,Vanguard Energy Fund,Finance,Property-Casualty Insurers,R,KY
Maggie Hassan (D-NH),20900,VTHRX,Vanguard Target Retirement 2030 Inv,Finance,Property-Casualty Insurers,D,NH
Cindy Hyde-Smith (R-MS),20900,RBRCX,Rbc Small Cap Core I,Finance,Property-Casualty Insurers,R,MS
Jerry Moran (R-KS),20800,INTC,INTC-Intel Corp,Finance,Property-Casualty Insurers,R,KS
Maggie Hassan (D-NH),20700,VTTVX,Target Date Fund 2025,Finance,Property-Casualty Insurers,D,NH
John Boozman (R-AR),20700,GILD,Gilead Sciences,Finance,Property-Casualty Insurers,R,AR
Angus King (D-ME),20600,XOM,Exxon Mobil,Finance,Property-Casualty Insurers,D,ME
Jim Risch (R-ID),20600,PRMTX,T Rowe Price Media & Telecom Fund,Finance,Property-Casualty Insurers,R,ID
Sheldon Whitehouse (D-RI),20600,TWTR,Twitter,Finance,Property-Casualty Insurers,D,RI
Ben Sasse (R-NE),20500,EMB,iShares JPMorgan USD Emerging Markets,Finance,Property-Casualty Insurers,R,NE
Jerry Moran (R-KS),20500,ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,R,KS
John Boozman (R-AR),20500,TRV,Travelers Companies,Consumer Durables,Building Products,R,AR
Susan Collins (R-ME),20500,AYI,"Acuity Brands, Inc.",Consumer Durables,Building Products,R,ME
Gary Peters (D-MI),20500,NUE,Nucor Corp,Public Utilities,Power Generation,D,MI
Gary Peters (D-MI),20400,EMR,Emerson Electric,Public Utilities,Power Generation,D,MI
Jerry Moran (R-KS),20200,DVA,DaVita Inc.,Public Utilities,Power Generation,R,KS
Thad Cochran (R-MS),20200,ETN,Eaton Corp,Public Utilities,Power Generation,R,MS
Jerry Moran (R-KS),20200,0QZI.IL,FACEBOOK INC FACEBOOK CLASS A,Public Utilities,Power Generation,R,KS
Tom Udall (D-NM),20100,AGRYX,AllianceBernstein International Growth Fund,Public Utilities,Power Generation,D,NM
James M Inhofe (R-OK),20100,GE,GE Capital,Public Utilities,Power Generation,R,OK
Tammy Duckworth (D-IL),20000,MDLZ,Kraft Foods,Public Utilities,Power Generation,D,IL
Tom Carper (D-DE),19900,AEE,Ameren Corporation,Public Utilities,Power Generation,D,DE
John Boozman (R-AR),19900,URI,United Rentals Inc,Consumer Non-Durables,Beverages (Production/Distribution),R,AR
Gary Peters (D-MI),19900,F,Ford Motor Co,Consumer Non-Durables,Beverages (Production/Distribution),D,MI
Gary Peters (D-MI),19700,ARCC,Ares Capital Corporation,Consumer Non-Durables,Beverages (Production/Distribution),D,MI
Thom Tillis (R-NC),19600,VNQ,Vanguard REIT ETF,Consumer Non-Durables,Beverages (Production/Distribution),R,NC
James M Inhofe (R-OK),19600,F,Ford Motor Co,Consumer Non-Durables,Beverages (Production/Distribution),R,OK
Ben Sasse (R-NE),19600,JNK,JNK-SPDR Barclays High Yield Bond ETF,Consumer Non-Durables,Beverages (Production/Distribution),R,NE
Bill Cassidy (R-LA),19600,LOW,Lowe's Companies,Consumer Non-Durables,Beverages (Production/Distribution),R,LA
Susan Collins (R-ME),19500,XOM,Exxon Mobil,Consumer Non-Durables,Beverages (Production/Distribution),R,ME
Angus King (D-ME),19500,NSC,Norfolk Southern,Consumer Non-Durables,Beverages (Production/Distribution),D,ME
Jerry Moran (R-KS),19500,GILD,Gilead Sciences,Consumer Non-Durables,Beverages (Production/Distribution),R,KS
Tim Kaine (D-VA),19500,CCYIX,Columbia Acorn International Fund,Consumer Non-Durables,Beverages (Production/Distribution),D,VA
Pat Roberts (R-KS),19500,ZNGA,Zynga Inc,Consumer Non-Durables,Beverages (Production/Distribution),R,KS
Gary Peters (D-MI),19500,MCD,McDonald's Corp,Consumer Non-Durables,Beverages (Production/Distribution),D,MI
Tina Smith (D-MN),19500,MSTY.PA,Mainstay Medical International plc,Consumer Non-Durables,Beverages (Production/Distribution),D,MN
Sheldon Whitehouse (D-RI),19500,MET,MetLife Inc,Consumer Non-Durables,Beverages (Production/Distribution),D,RI
Ben Cardin (D-MD),19500,HACAX,Harbor Capital Appreciation Institutional,Consumer Non-Durables,Beverages (Production/Distribution),D,MD
Sheldon Whitehouse (D-RI),19500,HACAX,Harbor Capital Appreciation Institutional,Consumer Non-Durables,Beverages (Production/Distribution),D,RI
Gary Peters (D-MI),19400,BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution),D,MI
Richard Burr (R-NC),19400,NUE,Nucor Corp,Technology,Electronic Components,R,NC
Shelley Moore Capito (R-WV),19200,INTC,INTC-Intel Corp,Technology,Electronic Components,R,WV
Bill Cassidy (R-LA),19200,QCOM,Qualcomm Inc,Technology,Electronic Components,R,LA
Jim Risch (R-ID),19200,TRBCX,T Rowe Price Blue Chip Growth,Technology,Electronic Components,R,ID
Sheldon Whitehouse (D-RI),19200,TRBCX,T Rowe Price Blue Chip Growth,Technology,Electronic Components,D,RI
John Hoeven (R-ND),19100,KTB,"Kontoor Brands, Inc.",Technology,Electronic Components,R,ND
James M Inhofe (R-OK),19100,ARW,"Arrow Electronics, Inc.",Technology,Electronic Components,R,OK
Mitch McConnell (R-KY),19100,SDSCX,Dreyfus The Boston Co Small Mid Cap Growth Fund,Health Care,Major Pharmaceuticals,R,KY
Pat Roberts (R-KS),19000,DIS,The Walt Disney Co,Health Care,Major Pharmaceuticals,R,KS
Shelley Moore Capito (R-WV),19000,SJM,JM Smucker Co,Health Care,Major Pharmaceuticals,R,WV
Bill Cassidy (R-LA),19000,MSFT,Microsoft Corp,Health Care,Major Pharmaceuticals,R,LA
Thad Cochran (R-MS),18900,IWF,iShares Russell 1000 Growth,Health Care,Major Pharmaceuticals,R,MS
Tom Carper (D-DE),18900,ETN,Eaton Corp,Health Care,Major Pharmaceuticals,D,DE
Jack Reed (D-RI),18900,VWO,Vanguard Emerging Markets ETF,Health Care,Major Pharmaceuticals,D,RI
Thad Cochran (R-MS),18800,ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals,R,MS
Ben Sasse (R-NE),18700,TIP,iShares Tips Bond ETF,Health Care,Major Pharmaceuticals,R,NE
Sheldon Whitehouse (D-RI),18600,MCD,McDonald's Corp,Health Care,Major Pharmaceuticals,D,RI
Angus King (D-ME),18600,IGSB,iShares 1-3 Year Credit Bond ETF,Health Care,Major Pharmaceuticals,D,ME
Sheldon Whitehouse (D-RI),18500,NWL,Newell Brands,Health Care,Major Pharmaceuticals,D,RI
John Boozman (R-AR),18500,PGHY,Powershares Global ETF Trust Fdm Hg Yld Rafl,Health Care,Major Pharmaceuticals,R,AR
Mike Enzi (R-WY),18500,SDGAX,Deutsch VSI Capital Growth,Health Care,Major Pharmaceuticals,R,WY
Doug Jones (D-AL),18400,SKIRX,Deutsche Enhanced Commodity Strat Instl,Health Care,Major Pharmaceuticals,D,AL
Sheldon Whitehouse (D-RI),18300,MGA,Magna International Inc.,Health Care,Major Pharmaceuticals,D,RI
Angus King (D-ME),18300,HLEMX,Harding Loevner Emerging Markets Advisor,Health Care,Major Pharmaceuticals,D,ME
Cindy Hyde-Smith (R-MS),18300,CTL,CenturyLink,Health Care,Major Pharmaceuticals,R,MS
Roy Blunt (R-MO),18300,VUG,Vanguard Growth ETF,Health Care,Major Pharmaceuticals,R,MO
Tom Carper (D-DE),18300,BSTZ,BlackRock Science and Technology Trust II,Health Care,Major Pharmaceuticals,D,DE
Jerry Moran (R-KS),18200,JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,R,KS
Angus King (D-ME),18100,IVW,iShares S&P 500 Growth ETF,Health Care,Major Pharmaceuticals,D,ME
Tom Carper (D-DE),18100,IVW,iShares S&P 500 Growth ETF,Health Care,Major Pharmaceuticals,D,DE
Tom Carper (D-DE),18100,LGI,Lazard Global Total Return &amp; Income,Health Care,Major Pharmaceuticals,D,DE
Jerry Moran (R-KS),18100,ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals,R,KS
Thad Cochran (R-MS),18000,AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,MS
Angus King (D-ME),18000,WTRG,Aqua America,Health Care,Major Pharmaceuticals,D,ME
Tom Carper (D-DE),18000,WTRG,Aqua America,Health Care,Major Pharmaceuticals,D,DE
Rob Portman (R-OH),18000,XLU,Utilities Select Sector SPDR ETF,Health Care,Major Pharmaceuticals,R,OH
Ben Sasse (R-NE),18000,IWN,iShares Russell 2000 Value Index,Health Care,Major Pharmaceuticals,R,NE
Sheldon Whitehouse (D-RI),17900,CB,Chubb Corp,Health Care,Major Pharmaceuticals,D,RI
Dan Sullivan (R-AK),17800,MALOX,"BlackRock Global Allocation Fund, Inc. Institution",Health Care,Major Pharmaceuticals,R,AK
Gary Peters (D-MI),17800,PJFAX,Jennison Large Cap Growth,Health Care,Major Pharmaceuticals,D,MI
Tom Carper (D-DE),17800,WIW,Western Asset /Claymore Inflation &amp; Opportunity,Health Care,Major Pharmaceuticals,D,DE
John Boozman (R-AR),17800,CVS,CVS Health,Health Care,Major Pharmaceuticals,R,AR
Gary Peters (D-MI),17800,GM,General Motors,Health Care,Major Pharmaceuticals,D,MI
Tom Carper (D-DE),17700,FNF,Fidelity,Health Care,Major Pharmaceuticals,D,DE
David Perdue (R-GA),17700,JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,R,GA
Gary Peters (D-MI),17700,MMC,Marsh & McLennan,Health Care,Major Pharmaceuticals,D,MI
Tom Carper (D-DE),17600,RMD,ResMed Inc.,Health Care,Major Pharmaceuticals,D,DE
Gary Peters (D-MI),17600,ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals,D,MI
Ben Sasse (R-NE),17500,SHY,iShares 1-3 Year Treasury Bond ETF,Finance,Property-Casualty Insurers,R,NE
Shelley Moore Capito (R-WV),17400,QCOM,Qualcomm Inc,Finance,Property-Casualty Insurers,R,WV
Angus King (D-ME),17400,JPM,JPMorgan Chase & Co,Finance,Property-Casualty Insurers,D,ME
Tom Carper (D-DE),17300,CVS,CVS Health,Finance,Property-Casualty Insurers,D,DE
Doug Jones (D-AL),17300,ORIYX,Oak Ridge Small Cap Growth I,Finance,Property-Casualty Insurers,D,AL
Sheldon Whitehouse (D-RI),17300,BA,Boeing Co,Finance,Property-Casualty Insurers,D,RI
Tom Carper (D-DE),17200,ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,D,DE
David Perdue (R-GA),17200,ACN,Accenture plc,Miscellaneous,Business Services,R,GA
Tom Udall (D-NM),17200,PGNAX,Prudential Jennison Natural Resources Fund,Miscellaneous,Business Services,D,NM
Susan Collins (R-ME),17100,CRM,"salesforce.com, inc.",Miscellaneous,Business Services,R,ME
David Perdue (R-GA),17100,FOX,Fox Corporation,Miscellaneous,Business Services,R,GA
Tom Carper (D-DE),17100,NVDA,NVIDIA Corporation,Miscellaneous,Business Services,D,DE
Susan Collins (R-ME),17100,ACN,Accenture plc,Miscellaneous,Business Services,R,ME
Rand Paul (R-KY),17000,JAMRX,Janus Real Return Fund,Health Care,Major Pharmaceuticals,R,KY
John Boozman (R-AR),17000,WHGSX,Westwood Small Cap Instl,Health Care,Major Pharmaceuticals,R,AR
Sheldon Whitehouse (D-RI),17000,DHR,Danaher Corp,Health Care,Major Pharmaceuticals,D,RI
Sheldon Whitehouse (D-RI),17000,MRK,Merck & Co,Health Care,Major Pharmaceuticals,D,RI
Susan Collins (R-ME),16900,VRC,VF Corp,Health Care,Major Pharmaceuticals,R,ME
Tom Carper (D-DE),16900,VRC,VF Corp,Health Care,Major Pharmaceuticals,D,DE
Sheldon Whitehouse (D-RI),16900,CHL,China Mobile,Health Care,Major Pharmaceuticals,D,RI
Mike Crapo (R-ID),16900,TOLLX,Deutsche Global Infrastructure Fund,Health Care,Major Pharmaceuticals,R,ID
Jerry Moran (R-KS),16900,MSFT,Microsoft Corp,Health Care,Major Pharmaceuticals,R,KS
Ben Cardin (D-MD),16900,XLY,Consumer Discret Sel Sect SPDR ETF,Health Care,Major Pharmaceuticals,D,MD
Jerry Moran (R-KS),16900,TXN,Texas Instruments Incorporated,Health Care,Major Pharmaceuticals,R,KS
Ben Cardin (D-MD),16800,XLF,Financial Select Sector SPDR ETF,Health Care,Major Pharmaceuticals,D,MD
Sheldon Whitehouse (D-RI),16800,XLF,Financial Select Sector SPDR ETF,Health Care,Major Pharmaceuticals,D,RI
Pat Toomey (R-PA),16800,TRV,Travelers Companies,Health Care,Major Pharmaceuticals,R,PA
Sheldon Whitehouse (D-RI),16600,ESS,Essex Property Trust,Health Care,Major Pharmaceuticals,D,RI
John Thune (R-SD),16600,UMBMX,Scout Mid Cap (NASDAQ),Health Care,Major Pharmaceuticals,R,SD
Doug Jones (D-AL),16500,EGRAX,Eaton Vance Glbl Macro Abs Ret Advtg I,Health Care,Major Pharmaceuticals,D,AL
Patty Murray (D-WA),16500,VPMCX,VPMCX - Vanguard PRIMECAP Inv (NASDAQ),Health Care,Major Pharmaceuticals,D,WA
Ben Cardin (D-MD),16500,AGTHX,American Funds Growth Fund of America,Health Care,Major Pharmaceuticals,D,MD
Jim Risch (R-ID),16500,AGTHX,American Funds Growth Fund of America,Health Care,Major Pharmaceuticals,R,ID
Tim Kaine (D-VA),16500,TXT,Textron Inc,Health Care,Major Pharmaceuticals,D,VA
Jim Risch (R-ID),16500,RPMGX,Rowe T Price Mid Cap Growth Fund,Health Care,Major Pharmaceuticals,R,ID
Mike Enzi (R-WY),16500,RPMGX,Rowe T Price Mid Cap Growth Fund,Health Care,Major Pharmaceuticals,R,WY
Patty Murray (D-WA),16500,FMAGX,Fidelity Magellan Fund,Health Care,Major Pharmaceuticals,D,WA
John Boozman (R-AR),16500,TBF,Fixed Income Investments Barclay 20 yr TBF,Health Care,Major Pharmaceuticals,R,AR
Sheldon Whitehouse (D-RI),16400,APHMX,Artisan Mid Cap Institutional Fund,Health Care,Major Pharmaceuticals,D,RI
David Perdue (R-GA),16400,DFSVX,DFA US Small Cap Value Portfolio,Health Care,Major Pharmaceuticals,R,GA
Sheldon Whitehouse (D-RI),16400,PGSGX,JP Morgan Dynamic Small Cap Gr Sel,Health Care,Major Pharmaceuticals,D,RI
Doug Jones (D-AL),16400,WFMIX,Wells Fargo Special Mid Cap Value Inst,Health Care,Major Pharmaceuticals,D,AL
Ben Cardin (D-MD),16300,XLV,Health Care Sel Sect Spdr Fund,Health Care,Major Pharmaceuticals,D,MD
Bernie Sanders (D-VT),16300,VSAGX,Valic Aggressive Growth Fund,Health Care,Major Pharmaceuticals,D,VT
Pat Roberts (R-KS),16200,XOM,Exxon Mobil,Health Care,Major Pharmaceuticals,R,KS
David Perdue (R-GA),16200,EMR,Emerson Electric,Health Care,Major Pharmaceuticals,R,GA
Bill Cassidy (R-LA),16200,NVS,Novartis AG,Health Care,Major Pharmaceuticals,R,LA
Tom Carper (D-DE),16100,TEX,Terex Corp,Health Care,Major Pharmaceuticals,D,DE
Sheldon Whitehouse (D-RI),16100,ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals,D,RI
Shelley Moore Capito (R-WV),16100,RYAAY,Ryanair Holdings,Finance,Property-Casualty Insurers,R,WV
Martin Heinrich (D-MN),16100,FNIAX,Fidelity Advisor New Insights Fund,Finance,Property-Casualty Insurers,D,MN
Roger Wicker (R-MS),15900,MRK,Merck & Co,Finance,Property-Casualty Insurers,R,MS
Thad Cochran (R-MS),15900,MRK,Merck & Co,Finance,Property-Casualty Insurers,R,MS
Tom Carper (D-DE),15900,PBA,Pembina Pipeline Corporation,Finance,Property-Casualty Insurers,D,DE
Gary Peters (D-MI),15900,CMS,CMS Energy,Finance,Property-Casualty Insurers,D,MI
Bob Casey (D-PA),15900,FE,Firstenergy Corp,Finance,Property-Casualty Insurers,D,PA
Sheldon Whitehouse (D-RI),15800,LB,L Brands,Finance,Property-Casualty Insurers,D,RI
John Boozman (R-AR),15800,BAC,Bank of America,Finance,Property-Casualty Insurers,R,AR
Pat Toomey (R-PA),15800,BOX,"Box, Inc.",Finance,Property-Casualty Insurers,R,PA
Thad Cochran (R-MS),15800,TJX,TJX Companies,Finance,Property-Casualty Insurers,R,MS
Bill Cassidy (R-LA),15700,IBM,IBM Corp,Finance,Property-Casualty Insurers,R,LA
Doug Jones (D-AL),15600,ODVYX,Oppenheimer Developing Markets Y,Finance,Property-Casualty Insurers,D,AL
James M Inhofe (R-OK),15600,AIG,"American International Group, Inc.",Finance,Property-Casualty Insurers,R,OK
Thad Cochran (R-MS),15600,SO,Southern Co,Basic Industries,Aluminum,R,MS
Jim Risch (R-ID),15600,PRCOX,T Rowe Price Capital Opportunity Fund,Basic Industries,Aluminum,R,ID
Doug Jones (D-AL),15500,VSOIX,Victory Sycamore Small Co Opp I,Basic Industries,Aluminum,D,AL
Sheldon Whitehouse (D-RI),15500,IVV,iShares Core S&P 500 ETF,Basic Industries,Aluminum,D,RI
John Hoeven (R-ND),15400,FDX,FedEx Corp,Basic Industries,Aluminum,R,ND
Mike Enzi (R-WY),15400,FRSGX,Franklin Small-Mid Cap Growth A,Basic Industries,Aluminum,R,WY
Ed Markey (D-MA),15400,SPY,S&P 500 EFT,Basic Industries,Aluminum,D,MA
Jim Risch (R-ID),15400,PRDGX,T Rowe Price Dividend Growth Fund,Basic Industries,Aluminum,R,ID
Tom Carper (D-DE),15300,TMO,Thermo Fisher Scientific,Basic Industries,Aluminum,D,DE
Mike Enzi (R-WY),15300,FISCX,FISCX - Franklin Convertible Securities A (NASDAQ),Basic Industries,Aluminum,R,WY
Bernie Sanders (D-VT),15300,VSTIX,Valic Stock Fund,Basic Industries,Aluminum,D,VT
Jim Risch (R-ID),15300,PREIX,T Rowe Price Equity Index 500,Basic Industries,Aluminum,R,ID
Sheldon Whitehouse (D-RI),15300,GGOIX,Goldman Sachs Growth Opportunities Institutional,Basic Industries,Aluminum,D,RI
John Boozman (R-AR),15300,IBM,IBM Corp,Basic Industries,Aluminum,R,AR
Jim Risch (R-ID),15300,PRWCX,T Rowe Price Capital Appreciation,Basic Industries,Aluminum,R,ID
Jack Reed (D-RI),15200,ISRG,"Intuitive Surgical, Inc.",Basic Industries,Aluminum,D,RI
Tom Carper (D-DE),15200,V,Visa Inc,Basic Industries,Aluminum,D,DE
Sheldon Whitehouse (D-RI),15200,PCAR,PACCAR Inc,Basic Industries,Aluminum,D,RI
Patty Murray (D-WA),15200,VMRGX,Vanguard Morgan Growth Inv,Basic Industries,Aluminum,D,WA
Ben Cardin (D-MD),15100,ITOT,iShares US,Basic Industries,Aluminum,D,MD
Joe Manchin (D-WV),15100,DFVIX,DFA International Value III,Basic Industries,Aluminum,D,WV
Tom Carper (D-DE),15100,FITB,Fifth Third Bancorp,Basic Industries,Aluminum,D,DE
Tom Carper (D-DE),15100,BOTZ,Global X Robotics &amp; Artificial Intelligence,Basic Industries,Aluminum,D,DE
